rhoS_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	nan	nan	nan	1.00000	0.00006	-0.03177	-0.00652	-0.13024	0.00557	0.00158
T0_pop	nan	nan	nan	0.00006	1.00000	-0.00217	-0.01036	0.00352	-0.09947	-0.07447
omega_S0	nan	nan	nan	-0.03177	-0.00217	1.00000	0.01294	-0.10820	-0.00544	0.00072
omega_T0	nan	nan	nan	-0.00652	-0.01036	0.01294	1.00000	-0.00475	-0.01711	-0.06231
b1	nan	nan	nan	-0.13024	0.00352	-0.10820	-0.00475	1.00000	-0.00215	-0.00196
b2	nan	nan	nan	0.00557	-0.09947	-0.00544	-0.01711	-0.00215	1.00000	0.04824
b3	nan	nan	nan	0.00158	-0.07447	0.00072	-0.06231	-0.00196	0.04824	1.00000
