rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063453	0.011452
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.249582	-0.149191
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032574	-0.187428
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.238322	-0.001086
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.148795	-0.011710
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021452	-0.124111
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116807	0.140510
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005031	-0.235343
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.112560	-0.092268
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012256	0.099108
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.189337	0.349585
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.296748	0.145266
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.232386	0.405775
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.347210	0.211956
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.434448	0.064031
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223741	0.140372
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098576	0.258824
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088870	0.115710
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176817	0.246683
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.187864	0.339284
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016083	0.059920
