rhoS_pop	1.00000	nan	nan	0.00446	0.01742	-0.02503	-0.01621	-0.01055
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	0.00446	nan	nan	1.00000	-0.05435	0.03016	-0.03481	0.00061
omega_deltaSC	0.01742	nan	nan	-0.05435	1.00000	-0.02348	0.06830	-0.26564
b1	-0.02503	nan	nan	0.03016	-0.02348	1.00000	-0.06225	-0.01572
b2	-0.01621	nan	nan	-0.03481	0.06830	-0.06225	1.00000	-0.00645
b3	-0.01055	nan	nan	0.00061	-0.26564	-0.01572	-0.00645	1.00000
