rhoS_pop	0.00216	nan	-0.00016	0.00001	-0.00008	0.00009	-0.00008	0.00021	-0.00002	-0.00001	0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00016	nan	0.00405	0.00003	0.00267	-0.00150	0.00069	-0.00116	0.00006	0.00004	-0.00034
omega_rhoS	0.00001	nan	0.00003	0.00116	-0.00002	-0.00010	-0.00000	-0.00010	-0.00000	-0.00001	0.00001
omega_deltaSC	-0.00008	nan	0.00267	-0.00002	0.02169	-0.00120	0.00170	-0.00356	0.00006	0.00018	-0.00252
omega_rhoC	0.00009	nan	-0.00150	-0.00010	-0.00120	0.02113	-0.00309	0.00079	-0.00006	0.00010	0.00012
omega_deltaCB	-0.00008	nan	0.00069	-0.00000	0.00170	-0.00309	0.00373	-0.00374	-0.00002	-0.00002	-0.00043
omega_rhoB	0.00021	nan	-0.00116	-0.00010	-0.00356	0.00079	-0.00374	0.01126	0.00009	0.00001	0.00037
b1	-0.00002	nan	0.00006	-0.00000	0.00006	-0.00006	-0.00002	0.00009	0.00047	0.00000	-0.00001
b2	-0.00001	nan	0.00004	-0.00001	0.00018	0.00010	-0.00002	0.00001	0.00000	0.00055	-0.00002
b3	0.00001	nan	-0.00034	0.00001	-0.00252	0.00012	-0.00043	0.00037	-0.00001	-0.00002	0.00223
