rhoS_pop	1.00000	nan	-0.02141	0.00578	-0.00056	nan	-0.07478	0.07676	-0.03674	-0.00686	-0.00269
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.02141	nan	1.00000	-0.01357	0.17659	nan	-0.25827	0.28751	-0.02948	0.04040	-0.10802
omega_rhoS	0.00578	nan	-0.01357	1.00000	-0.01737	nan	0.00553	-0.02040	-0.00220	-0.01674	0.01183
omega_deltaSC	-0.00056	nan	0.17659	-0.01737	1.00000	nan	-0.02576	0.04428	0.01145	0.09033	-0.40200
omega_rhoC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_deltaCB	-0.07478	nan	-0.25827	0.00553	-0.02576	nan	1.00000	-0.93802	0.13431	-0.05249	0.05482
omega_rhoB	0.07676	nan	0.28751	-0.02040	0.04428	nan	-0.93802	1.00000	-0.13574	0.04382	-0.10112
b1	-0.03674	nan	-0.02948	-0.00220	0.01145	nan	0.13431	-0.13574	1.00000	0.00123	0.00279
b2	-0.00686	nan	0.04040	-0.01674	0.09033	nan	-0.05249	0.04382	0.00123	1.00000	-0.03219
b3	-0.00269	nan	-0.10802	0.01183	-0.40200	nan	0.05482	-0.10112	0.00279	-0.03219	1.00000
