rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.268967	0.256048
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.303021	0.380861
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.257479	0.136219
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014656	0.172211
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002227	0.140636
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109459	0.141804
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.078305	0.115212
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052074	0.231501
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.098721	0.271284
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.049425	0.286746
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041105	0.188279
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.084564	0.241979
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008508	0.266974
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.087162	0.075989
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026755	-0.234328
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054264	-0.168298
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.166950	-0.243396
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099405	-0.149943
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005266	-0.082955
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.122592	-0.170463
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079553	-0.080884
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.161137	-0.209406
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.181565	-0.103326
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.303657	-0.152113
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.258831	-0.418715
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.218519	-0.060819
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.164709	-0.211950
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.428551	-0.204801
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.267215	-0.347061
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.300156	-0.312040
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.265621	-0.265813
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.133425	-0.277847
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.298367	-0.209544
