rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.133231	-0.175587
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.241821	-0.190080
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011255	-0.106194
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.133460	-0.124639
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062820	-0.129213
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117250	-0.102646
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124462	-0.269450
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074940	-0.196074
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.210719	-0.121224
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.081094	-0.245820
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.239191	0.193090
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.173049	0.267101
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.276269	0.322851
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233721	0.199259
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057678	0.104196
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.226028	0.100878
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.188087	0.222155
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.279201	0.228365
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111399	0.212654
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.293550	0.201840
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067003	-0.222216
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024376	0.111614
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037264	-0.058589
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.222784	0.175330
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014418	0.072786
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.164931	-0.049829
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.148754	-0.227313
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007870	-0.139564
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.161729	-0.042341
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.176356	0.019694
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.300246	0.275410
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137304	0.329445
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.241358	0.166444
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041321	0.161974
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.273500	0.226242
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102507	0.141858
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107765	0.107842
