rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	23518.049543	23497.217106
2	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20231.142214	24574.452793
3	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	23966.149279	24057.919815
4	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20677.129286	20442.298495
5	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20780.766155	23065.198032
6	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22851.010246	21932.293713
7	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22140.357881	21071.964538
8	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22681.771701	22463.514701
9	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22435.744072	21799.810868
10	AG111	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21239.599336	23428.428845
1	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	27029.335628	32543.180721
2	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	33595.593180	31606.196733
3	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	29260.532090	31852.636980
4	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	30512.545971	28406.809161
5	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	26305.184760	28597.708330
6	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	32905.656930	30449.320524
7	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	29464.483585	31657.684009
8	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	28343.676021	31936.193329
9	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	27592.956765	29766.236510
10	AG112	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	31117.669565	31372.535417
1	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21993.817301	25289.572950
2	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20382.370860	23689.676824
3	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21254.753833	21770.458854
4	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21369.558773	23843.814673
5	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20417.663648	23702.446701
6	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	19822.769728	25901.535230
7	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	24153.292772	24980.609483
8	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21106.395953	26100.155924
9	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21923.943096	20988.492916
10	AG139	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21339.057757	22130.902398
1	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	29503.102712	28242.395659
2	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	29588.759843	33613.594303
3	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	25308.689184	29018.297885
4	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	28202.667384	29988.781715
5	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	32458.867086	33113.196145
6	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	25779.752183	29480.611867
7	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	31104.555872	29661.000925
8	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	27966.820152	30141.896400
9	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	24720.803917	30923.375376
10	AG142	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	32250.870348	33104.012273
1	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20345.664123	29966.369804
2	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22301.100120	32675.359106
3	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20570.943420	27005.490004
4	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	24008.431213	31528.485760
5	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22398.140080	33118.503578
6	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	24629.803030	28995.509442
7	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22794.946486	32779.979312
8	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	23206.590585	28993.827928
9	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21444.494813	30798.398320
10	GD14	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21540.997365	32381.722879
1	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	19356.179798	22359.189632
2	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21934.781070	20757.728562
3	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	24575.878778	23142.826313
4	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	25644.210394	26155.032418
5	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22588.270098	20719.749042
6	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	19269.599634	22767.997960
7	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	20374.538502	19819.879803
8	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	18880.275300	21433.296031
9	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21309.785997	22031.392999
10	GD15	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	22731.443300	21670.520724
1	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	16835.903049	21731.757425
2	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	21346.256162	20253.139009
3	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	18046.055630	19478.890487
4	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	17318.950272	18993.720848
5	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	16747.497376	19210.392462
6	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	16071.454384	19137.222107
7	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	18573.061404	20666.554548
8	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	19386.506330	21413.954188
9	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	16680.817901	22750.097721
10	GD16	0.645877	0.000000	3.044500	0.000000	0.000000	0.219587	16152.056566	20772.516534
