rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006997	-0.074174
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.143548	-0.029348
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025871	-0.050592
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121743	-0.213450
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116743	-0.092731
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021776	-0.143096
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053369	-0.183112
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029209	-0.119163
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040116	-0.149155
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.094904	-0.077106
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.146152	0.251512
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.363624	0.222297
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.225469	0.230064
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.267367	0.115573
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118995	0.122271
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.342874	0.185008
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.232415	0.223925
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193633	0.232684
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166790	0.162319
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.287005	0.214877
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060010	-0.000664
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.136101	-0.066017
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.094190	-0.150502
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088804	-0.059531
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134371	-0.065478
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.163940	0.023246
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033650	-0.012956
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.101195	0.030885
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.063192	-0.187082
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090232	-0.134081
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233725	0.109768
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236624	0.283875
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080377	0.136871
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.188646	0.169767
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.329203	0.268876
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098818	0.152677
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.286583	0.158777
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.180248	0.174860
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056874	0.200457
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.322774	0.268599
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.137903	0.169020
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046135	0.255565
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126891	0.064984
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027634	0.219836
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041793	0.269036
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053186	0.136085
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024232	0.258762
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006335	0.136027
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.085303	0.196407
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080813	0.246538
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187759	-0.123818
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062697	-0.198137
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050994	-0.089371
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093547	0.032986
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033340	-0.199969
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.192242	-0.105700
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.136485	-0.244370
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.212653	-0.166110
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.091605	-0.138587
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027022	-0.155103
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327257	-0.152281
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.089895	-0.222746
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.257844	-0.261725
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.298970	-0.286947
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.332522	-0.275604
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.373726	-0.279421
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.229059	-0.202539
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.186194	-0.167013
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.336511	-0.106486
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.368724	-0.197425
