rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	24171.095966	21635.851579
2	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	21453.720073	20822.460591
3	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	19858.938043	20083.590346
4	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	20431.448416	24402.082002
5	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	20627.240554	20541.386203
6	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	22699.688602	21055.680775
7	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	18876.404165	22128.565030
8	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	20230.224919	20275.871702
9	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	26789.201408	18876.362685
10	AG111	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	24478.176541	22932.823785
1	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	28188.287371	30295.795799
2	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	30461.330045	31890.504814
3	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	29259.522593	32590.303612
4	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	26469.729944	32096.521269
5	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	32646.147282	35399.393526
6	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	28195.778656	28263.690446
7	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	31515.874863	29437.837966
8	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	28680.066416	31684.146138
9	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	22983.709165	28902.515322
10	AG112	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	26649.691293	31172.977938
1	AG139	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	23057.458366	22118.151202
2	AG139	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	24235.606918	23523.734392
3	AG139	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	21624.545130	21323.153898
4	AG139	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	26039.826377	21496.097025
5	AG139	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	22156.568899	21771.647975
6	AG139	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	24778.936995	23829.556770
7	AG139	0.641204	0.000000	3.237402	0.000000	0.000000	0.231890	24844.645648	20791.077903
