rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022590	-0.147712
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.096670	-0.186032
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173914	-0.222161
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.145493	-0.027395
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.135955	-0.199622
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040217	-0.174894
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.224655	-0.125195
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155390	-0.212632
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125431	-0.284153
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035214	-0.089495
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176339	0.188945
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.253890	0.240244
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213637	0.261951
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113434	0.246684
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.323159	0.344631
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176604	0.119514
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.287924	0.160217
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193634	0.233752
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027782	0.141865
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120210	0.217488
