rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	18563069.46136448532342911	42550.00984098438493675	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.33882980615348046	-0.25735868529448425
2	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	13872991.57267583906650543	42108.68174274926423095	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04759960964394594	-0.26778483499838046
3	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	10596664.11017988435924053	47131.34933979281777283	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.22180504299147330	-0.15510040090104660
4	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	13124313.90075646340847015	47309.67742471861856757	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.00787775510891819	-0.15132390030639087
5	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	12868182.76621368527412415	47337.62126660117792198	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.02758647556008853	-0.15073341662474604
6	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	8870029.92909740656614304	48013.12322669861168833	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.39966611748276648	-0.13656439749732918
7	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	16718258.23613271862268448	49864.35210642003221437	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.23415714175794378	-0.09873241077746897
8	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	7822623.21222601179033518	46306.82338218351651449	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.52532434055168231	-0.17274944809520143
9	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	13509298.63603531196713448	45403.03052840523014311	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02103394820118609	-0.19245991704782739
10	1	-1.30095047410577536	0.00000000000000000	1.63871023581130437	0.00000000000000000	0.00000000000000000	0.54769722279161215	12251534.37519459426403046	38854.10966896160971373	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.07669310372728688	-0.34822491739043393
