rhoS_pop	0.00230	nan	nan	-12.09153	-10.50020	-0.00002	0.00074	0.00001	0.00006	0.00037	0.00004	0.00004	-0.00014
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-12.09153	nan	nan	875762.10048	649636.01617	0.85675	-48.19050	-3.56239	-4.21606	-23.19897	-5.05690	-2.52366	9.16475
T0_pop	-10.50020	nan	nan	649636.01617	1606058.05246	0.98291	-67.08098	-14.42445	-3.82220	-35.00557	-4.22102	-3.02273	7.86178
omega_rhoS	-0.00002	nan	nan	0.85675	0.98291	0.00112	-0.00017	-0.00003	-0.00002	-0.00013	-0.00001	-0.00002	0.00004
omega_deltaSC	0.00074	nan	nan	-48.19050	-67.08098	-0.00017	0.02309	0.00068	0.00033	0.00217	0.00032	0.00035	-0.00311
omega_deltaCB	0.00001	nan	nan	-3.56239	-14.42445	-0.00003	0.00068	0.00319	0.00003	0.00040	0.00004	0.00004	-0.00020
omega_S0	0.00006	nan	nan	-4.21606	-3.82220	-0.00002	0.00033	0.00003	0.00023	0.00041	0.00003	0.00003	-0.00003
omega_T0	0.00037	nan	nan	-23.19897	-35.00557	-0.00013	0.00217	0.00040	0.00041	0.00465	0.00017	0.00006	-0.00032
b1	0.00004	nan	nan	-5.05690	-4.22102	-0.00001	0.00032	0.00004	0.00003	0.00017	0.00051	0.00002	-0.00005
b2	0.00004	nan	nan	-2.52366	-3.02273	-0.00002	0.00035	0.00004	0.00003	0.00006	0.00002	0.00053	-0.00008
b3	-0.00014	nan	nan	9.16475	7.86178	0.00004	-0.00311	-0.00020	-0.00003	-0.00032	-0.00005	-0.00008	0.00300
