rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002318	-0.124599
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004756	0.030463
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053602	0.074398
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.031563	-0.099828
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020144	-0.005922
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034770	0.075559
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024680	0.026554
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016641	-0.194497
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044838	0.043307
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064277	-0.039408
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011916	0.038640
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003693	0.040573
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024565	0.103062
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041645	0.022335
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022431	-0.067330
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027068	-0.084730
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.078759	-0.052479
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008804	-0.025717
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009491	-0.031290
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011120	0.111018
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052634	0.020516
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026553	-0.147238
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035507	-0.037675
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022761	0.023478
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037620	0.038074
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002108	-0.018476
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013700	-0.057931
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022740	0.162182
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029885	0.136222
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037637	0.023525
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005466	0.085798
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.031348	0.039650
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050589	0.085360
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.049764	0.027338
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016757	0.066419
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001056	0.083505
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011574	0.063385
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012296	0.117786
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.051640	0.111706
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030469	0.011027
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000615	0.011904
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066674	-0.008536
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004849	0.027621
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008785	0.047248
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069571	-0.000873
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012287	-0.001794
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.016797	0.029637
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034911	-0.043220
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005601	0.012308
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029756	0.018722
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050580	0.004972
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017834	-0.004682
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032034	-0.018020
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005860	0.039129
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000560	0.045845
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009430	0.075573
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055325	-0.013414
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008648	-0.012091
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034574	0.098733
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040697	0.104612
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099526	0.021823
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018979	0.040916
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002929	-0.021092
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010230	0.015061
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044638	0.005968
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035751	-0.025506
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053168	-0.049892
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047232	-0.014200
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003417	-0.025753
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019937	-0.065995
