rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8345.358961	11385.534001
2	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8325.043805	13295.226308
3	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7928.168916	13892.372914
4	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8632.951327	11671.081130
5	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8197.912769	12820.175770
6	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8078.882418	13908.517609
7	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8573.739500	13243.363713
8	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8505.091831	10616.879770
9	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7997.952375	13467.100386
10	AG111	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7843.985583	12397.992348
1	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8464.998055	13404.385766
2	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8395.678165	13430.320238
3	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8572.752855	14296.355833
4	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8023.530549	13187.604034
5	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8554.476044	12056.596721
6	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8141.350013	11848.628638
7	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7731.206097	12236.989064
8	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8291.413042	12568.894961
9	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8444.498899	12499.041987
10	AG112	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8458.260200	14410.553211
1	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8816.789019	13163.640918
2	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8589.809126	11130.664759
3	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8667.073325	12419.494011
4	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8557.299584	13202.684310
5	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8055.891733	13396.810056
6	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8347.117582	12660.238267
7	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8480.110383	12170.453206
8	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8557.123271	15167.040035
9	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8118.448045	14778.359035
10	AG139	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8055.755878	13203.304967
1	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8410.574448	14051.652495
2	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8631.095694	13417.932511
3	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7952.091270	14045.503218
4	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7958.650263	13253.743886
5	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8506.076460	13781.975706
6	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8355.899962	14019.471819
7	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8462.104689	13740.215090
8	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8262.508142	14508.414331
9	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7943.735676	14420.468431
10	AG142	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8623.512434	13039.315053
1	GD14	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8369.876474	13050.762658
2	GD14	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8941.454160	12786.714035
3	GD14	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8405.389573	13257.500969
4	GD14	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8438.533525	13520.267983
5	GD14	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	7802.568443	12885.074321
6	GD14	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8262.578358	12873.209936
7	GD14	1.474287	0.000000	5.695048	0.000000	0.000000	-0.765614	8225.396078	13284.258055
