rhoS_pop	0.00213	nan	-0.00012	0.00001	0.00015	-0.00016	-0.00008	0.00034	-0.00003	-0.00001	-0.00004
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00012	nan	0.00326	-0.00004	0.00045	0.00153	0.00057	-0.00266	0.00004	0.00000	0.00008
omega_rhoS	0.00001	nan	-0.00004	0.00113	-0.00004	-0.00036	-0.00010	0.00035	0.00000	-0.00001	-0.00001
omega_deltaSC	0.00015	nan	0.00045	-0.00004	0.02330	0.00818	-0.00289	0.00309	-0.00000	0.00021	-0.00310
omega_rhoC	-0.00016	nan	0.00153	-0.00036	0.00818	0.08431	-0.01245	-0.00999	-0.00019	0.00058	0.00011
omega_deltaCB	-0.00008	nan	0.00057	-0.00010	-0.00289	-0.01245	0.00661	-0.00909	0.00008	-0.00014	0.00059
omega_rhoB	0.00034	nan	-0.00266	0.00035	0.00309	-0.00999	-0.00909	0.03387	-0.00008	-0.00007	-0.00226
b1	-0.00003	nan	0.00004	0.00000	-0.00000	-0.00019	0.00008	-0.00008	0.00046	0.00000	-0.00000
b2	-0.00001	nan	0.00000	-0.00001	0.00021	0.00058	-0.00014	-0.00007	0.00000	0.00054	0.00001
b3	-0.00004	nan	0.00008	-0.00001	-0.00310	0.00011	0.00059	-0.00226	-0.00000	0.00001	0.00254
