rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076482	-0.118288
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.193970	-0.157743
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.123643	-0.060273
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.166658	-0.133440
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028113	-0.067414
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088152	-0.260363
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173448	-0.115942
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007916	-0.080223
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008006	-0.099706
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032011	-0.147781
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.138792	0.286235
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.432025	0.274378
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.243188	0.161362
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.182903	0.173581
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084586	0.211871
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127267	0.182557
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223416	0.353458
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081447	0.102489
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.147000	0.291441
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.154169	0.154333
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.091739	-0.125100
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.078026	0.059285
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162351	-0.101884
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041505	-0.053161
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122558	-0.119697
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047937	-0.158720
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111129	-0.173232
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058945	-0.153677
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.128663	-0.206930
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.156065	-0.157090
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184846	0.238828
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.169626	0.160105
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.221550	0.244224
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032018	0.373074
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.320344	0.284459
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098208	0.240153
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151042	0.275061
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236484	0.243672
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.191562	0.234989
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113626	0.144894
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023798	0.279393
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019279	0.203753
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.118020	0.333216
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076447	0.174267
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047332	0.295923
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120697	0.157125
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052630	0.236925
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030171	0.147240
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.199970	0.173397
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013947	0.259818
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033304	-0.192839
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097674	-0.123701
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051901	-0.148271
