rhoS_pop	1.00000	nan	nan	-0.29034	-0.00987	0.00145	-0.05560	-0.05259	0.14473	0.14693	0.05148	-0.01778	0.03983
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-0.29034	nan	nan	1.00000	-0.11996	0.02180	0.22934	0.13552	-0.54175	-0.54943	-0.26564	0.07627	-0.15821
T0_pop	-0.00987	nan	nan	-0.11996	1.00000	0.00258	-0.36188	-0.16089	0.28493	0.44504	0.11022	-0.07642	0.16607
omega_rhoS	0.00145	nan	nan	0.02180	0.00258	1.00000	-0.00841	-0.00603	-0.04364	-0.01056	-0.01059	-0.01431	0.00834
omega_deltaSC	-0.05560	nan	nan	0.22934	-0.36188	-0.00841	1.00000	0.10151	-0.32417	-0.50002	-0.10518	0.11066	-0.44123
omega_deltaCB	-0.05259	nan	nan	0.13552	-0.16089	-0.00603	0.10151	1.00000	-0.11732	-0.14559	-0.04059	0.04061	-0.08911
omega_S0	0.14473	nan	nan	-0.54175	0.28493	-0.04364	-0.32417	-0.11732	1.00000	0.58738	0.21924	-0.08239	0.20668
omega_T0	0.14693	nan	nan	-0.54943	0.44504	-0.01056	-0.50002	-0.14559	0.58738	1.00000	0.21399	-0.12704	0.32201
b1	0.05148	nan	nan	-0.26564	0.11022	-0.01059	-0.10518	-0.04059	0.21924	0.21399	1.00000	-0.02666	0.06870
b2	-0.01778	nan	nan	0.07627	-0.07642	-0.01431	0.11066	0.04061	-0.08239	-0.12704	-0.02666	1.00000	-0.08403
b3	0.03983	nan	nan	-0.15821	0.16607	0.00834	-0.44123	-0.08911	0.20668	0.32201	0.06870	-0.08403	1.00000
