rhoS_pop	1.00000	nan	-0.04856	0.00908	0.00804	-0.00731	nan	-0.02382	-0.01065	-0.00256
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.04856	nan	1.00000	-0.00771	0.14591	-0.01409	nan	0.01239	0.03511	-0.04145
omega_rhoS	0.00908	nan	-0.00771	1.00000	-0.02266	-0.03459	nan	0.00335	-0.01425	0.01201
omega_deltaSC	0.00804	nan	0.14591	-0.02266	1.00000	0.04038	nan	0.01530	0.06403	-0.39200
omega_deltaCB	-0.00731	nan	-0.01409	-0.03459	0.04038	1.00000	nan	0.01021	-0.00951	-0.12792
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.02382	nan	0.01239	0.00335	0.01530	0.01021	nan	1.00000	0.00696	-0.00869
b2	-0.01065	nan	0.03511	-0.01425	0.06403	-0.00951	nan	0.00696	1.00000	-0.02268
b3	-0.00256	nan	-0.04145	0.01201	-0.39200	-0.12792	nan	-0.00869	-0.02268	1.00000
