rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	1	0.56537169891645367	0.21667643935343964	5.97343289438810121	7.74369467304764303	0.28810072609317627	-0.04665773962639941	-0.19457647872269801	-0.03160246655902377	0.04983590874925947	0.01366252081603841
2	1	0.61451957474064678	0.21052727713569422	6.08264516203428496	7.57744752961267487	0.12382465713965990	0.00249013619779370	-0.22336642931555839	0.07760980108715998	0.02813339253029024	-0.15061354813747796
3	1	0.61210188069032523	0.20257177029322831	6.00753625079656928	7.29576637592738564	0.01917899415718345	0.00007244214747215	-0.26188741167990370	0.00250088984944430	-0.00974878148099800	-0.25525921111995442
4	1	0.57114398348036732	0.38237705180871939	6.02160722718661834	7.17060621363952322	0.24883166063256187	-0.04088545506248575	0.37342551178078742	0.01657186623949336	-0.02705281323480957	-0.02560654464457598
5	1	0.54603762628381569	0.13815688012277214	6.05347673871384462	7.67056697918400410	0.42759864803939995	-0.06599181225903739	-0.64459180467621824	0.04844137776671964	0.04034752141678299	0.15316044276226209
6	1	0.62872324220800724	0.18575448825672233	6.02293758157022197	7.54619075512015147	0.13730415106023564	0.01669380366515416	-0.34855581043982897	0.01790222062309699	0.02399988729720737	-0.13713405421690222
7	1	0.59329055034003231	0.19352816817498561	5.79854740465176111	7.32597890594659251	0.20374899327613594	-0.01873888820282077	-0.30755858279625103	-0.20648795629536387	-0.00561622788575633	-0.07068921200100192
8	1	0.56930436968687148	0.22016446363440043	5.96649496915978172	7.09273750629023869	0.15059557924081396	-0.04272506885598160	-0.17860682759363122	-0.03854039178734325	-0.03797163879314303	-0.12384262603632390
9	1	0.65076471595516316	0.18217253089575455	5.90921991561095883	7.49959803536670311	0.10150145077520348	0.03873527741231009	-0.36802744664542653	-0.09581544533616615	0.01780641092448243	-0.17293675450193438
10	1	0.63523278248061987	0.28161466953023501	5.96918978307283243	7.42655611060779641	0.06345280192811692	0.02320334393776680	0.06755805979405571	-0.03584557787429254	0.00801922701970370	-0.21098540334902094
1	2	0.77715926007831349	0.27120523086321707	6.00731521602298013	7.30934113671809094	0.37794984896217965	0.16512982153546041	0.02989418708868596	0.00227985507585515	-0.00788987497340066	0.10351164368504179
2	2	0.68665121101936799	0.30015914072001593	5.99989163953606752	7.37333620027994741	0.41699798055900922	0.07462177247651491	0.13133114643867594	-0.00514372141105746	0.00082726391527888	0.14255977528187136
3	2	0.70776342533483838	0.32787135836480313	6.00150109133089416	7.16280013280691819	0.24943284188490997	0.09573398679198530	0.21963967471099144	-0.00353426961623082	-0.02814202837539548	-0.02500536339222789
4	2	0.80245021099150615	0.25460421000738376	6.05850983652127617	7.19110192202970389	0.26157581292116483	0.19042077244865308	-0.03327143487733308	0.05347447557415119	-0.02419859532274926	-0.01286239235597303
5	2	0.75416564952818155	0.21376854783886404	6.06037905663934051	7.27139832313969858	0.47822643722710950	0.14213621098532847	-0.20808777906784792	0.05534369569221553	-0.01309439828710901	0.20378823194997164
6	2	0.77618130726493151	0.34241389220250623	6.01519356026902052	7.10690084108021480	0.19316368381900678	0.16415186872207843	0.26303855983059532	0.01015819932189554	-0.03597675143890222	-0.08127452145813108
7	2	0.71204607724597180	0.39812589789259623	5.97360346462329073	7.09098644862469829	0.24825505365678410	0.10001663870311872	0.41378662499184182	-0.03143189632383425	-0.03821854964391846	-0.02618315162035376
8	2	0.75286393371762439	0.24092745656079637	5.95086844852690433	7.51315599678275525	0.34978277284271253	0.14083449517477131	-0.08848577857842899	-0.05416691242022065	0.01961260385522645	0.07534456756557467
9	2	0.76090104209615439	0.21736506316492984	5.96532104491406479	7.25647649092679625	0.45690447593085060	0.14887160355330131	-0.19140339787547322	-0.03971431603306019	-0.01514863370023622	0.18246627065371274
10	2	0.75030665054835366	0.33189311065062865	6.04557643579690929	7.11193479320070665	0.15447135522382571	0.13827721200550058	0.23183130457070233	0.04054107484978431	-0.03526868328757282	-0.11996685005331215
1	3	0.55801918609693912	0.30402381874587536	6.07141474110386792	7.36779283485662617	0.18757719220965535	-0.05401025244591395	0.14412439283941225	0.06637938015674294	0.00007516878451819	-0.08686101306748251
2	3	0.53694983711196453	0.24511720241715743	5.89833408647852231	7.31378007719736178	0.27242291955160436	-0.07507960143088854	-0.07124518326355345	-0.10670127446860267	-0.00728276236718206	-0.00201528572553350
3	3	0.53545980678631921	0.25824545414766564	5.92452099941377863	7.35129993623491096	0.52244008625990257	-0.07656963175653386	-0.01907115131642567	-0.08051436153334635	-0.00216585323779439	0.24800188098276471
4	3	0.55558303973605416	0.31882084963755675	6.05852315363131044	7.47157893759000835	0.22426908870636481	-0.05644639880679891	0.19164768851102942	0.05348779268418546	0.01406333440604324	-0.05016911657077305
5	3	0.62142245006647501	0.22739805263114679	6.00071646195493535	7.14340065219822762	0.19344516984876325	0.00939301152362193	-0.14627963898282248	-0.00431889899218962	-0.03085406811127633	-0.08099303542837460
6	3	0.54526394274239587	0.25621803921557473	6.04351534762087450	7.34141676154158329	0.34005395356456508	-0.06676549580045721	-0.02695285897385169	0.03847998667374952	-0.00351116961287068	0.06561574828742722
7	3	0.59863622421193119	0.31205866825458006	6.00880285637074874	7.63335352336170292	0.19743959675757972	-0.01339321433092189	0.17020955277454641	0.00376749542362376	0.03548425397340460	-0.07699860851955814
8	3	0.58315317579785098	0.29860412735221226	5.94168503614652543	7.11505679417240078	0.15208258589578391	-0.02887626274500210	0.12613705071927916	-0.06335032480059954	-0.03482979907194172	-0.12235561938135395
9	3	0.61366050733279032	0.19458509064477950	6.01773548726217378	7.24654967821161478	0.31741620849573399	0.00163106878993724	-0.30211210521014942	0.01270012631504880	-0.01651756376346913	0.04297800321859613
