rhoS_pop	1.00000	nan	-0.01565	0.00021	0.02267	-0.00183	-0.00546	-0.00235	-0.01008	-0.01553	0.00076
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.01565	nan	1.00000	0.00450	0.00069	-0.29873	0.02346	0.16944	0.00046	0.07727	0.09022
omega_rhoS	0.00021	nan	0.00450	1.00000	-0.02567	-0.02662	-0.00102	-0.00507	-0.00493	-0.00368	0.00893
omega_deltaSC	0.02267	nan	0.00069	-0.02567	1.00000	-0.15195	-0.15974	0.28294	0.02208	0.00396	-0.10211
omega_rhoC	-0.00183	nan	-0.29873	-0.02662	-0.15195	1.00000	0.19711	-0.57208	0.00736	-0.13298	-0.09123
omega_deltaCB	-0.00546	nan	0.02346	-0.00102	-0.15974	0.19711	1.00000	-0.15028	-0.00560	0.11499	-0.19702
omega_rhoB	-0.00235	nan	0.16944	-0.00507	0.28294	-0.57208	-0.15028	1.00000	0.00647	0.07347	-0.04145
b1	-0.01008	nan	0.00046	-0.00493	0.02208	0.00736	-0.00560	0.00647	1.00000	-0.00152	0.00072
b2	-0.01553	nan	0.07727	-0.00368	0.00396	-0.13298	0.11499	0.07347	-0.00152	1.00000	-0.03029
b3	0.00076	nan	0.09022	0.00893	-0.10211	-0.09123	-0.19702	-0.04145	0.00072	-0.03029	1.00000
