parameter	value	se_sa	rse_sa
rhoS_pop	0.61285802726957406	0.04628605589039095	7.55249239315770460
deltaSC_pop	0.36411326928485538	0.05495320191613892	15.09233706974507072
rhoC_pop	3.78712698679362481	0.24308803933373052	6.41879821250835025
deltaCB_pop	4.36944672393274836	0.45247505137468225	10.35543124708084761
rhoB_pop	0.22012047208410654	0.08462016089972733	38.44265828550219766
omega_rhoS	0.11847345864113400	0.03295144518219281	27.81335630793516600
omega_deltaSC	0.23824920280553771	0.15227992738514731	63.91623795251071272
omega_rhoC	0.07969999390537584	0.06979894659186868	87.57710405189965286
omega_deltaCB	0.07386913555810867	0.04084015480095866	55.28717033493916233
omega_rhoB	0.04915365315068629	0.15517070649299247	315.68499296949192967
b1	0.16407959058939670	0.02160784865200474	13.16912638213342035
b2	0.17634180585253204	0.02326462902615302	13.19291753516936794
b3	0.27554833891280128	0.05055992387326894	18.34884001578717516
