rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080615	-0.116711
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.099264	-0.139262
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.132776	-0.218933
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088050	-0.178315
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075301	-0.119166
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.196924	-0.131541
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.178414	-0.029578
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.070997	-0.164909
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.311751	-0.217500
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072149	-0.150604
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.224301	0.143086
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144970	0.122501
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177939	0.229025
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.238877	0.190060
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.249027	0.282618
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.171759	0.179561
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084567	0.170035
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.261680	0.143512
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152130	0.305745
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.219626	0.190105
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080406	0.057330
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044160	-0.066748
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013852	-0.217814
