rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	25386.500305	22349.371185
2	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21207.162940	21850.998204
3	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	20508.226438	20177.669474
4	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21446.300596	21014.109058
5	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	25251.955050	22294.578918
6	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	19233.983720	22020.380578
7	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	19593.321258	24384.100935
8	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21815.175932	21297.722776
9	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	17147.485001	20206.602672
10	AG111	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	25172.497387	21604.569251
1	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	29309.257776	28979.675383
2	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27073.955716	28389.233578
3	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27981.454068	31580.310564
4	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	29739.600816	30373.453412
5	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	30042.992020	33318.979170
6	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27809.049425	30056.219558
7	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	25487.019216	29771.274538
8	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	30425.538824	28992.031647
9	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27268.505232	34098.520408
10	AG112	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	29172.551434	30374.822912
1	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21610.878026	26598.082126
2	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	22408.549023	23494.378458
3	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	23098.112687	20200.249711
4	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	17808.241665	25698.894518
5	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21140.668562	24792.509730
6	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21275.333855	25002.080524
7	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21401.377649	23078.024091
8	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	20919.008015	26417.638176
9	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	20575.868964	23123.388897
10	AG139	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21852.478157	22215.014191
1	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	30155.335127	31504.527238
2	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27999.653240	29322.172826
3	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	30838.125099	29925.707436
4	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	29658.055423	30913.809988
5	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	30120.179984	36080.558128
6	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27099.986820	32597.812095
7	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27240.891449	33509.121407
8	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27875.600114	28280.019767
9	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	31763.316311	29206.451723
10	AG142	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27421.846015	31986.888341
1	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	30919.225477	27906.188980
2	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	24091.495787	28676.451784
3	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	22371.432830	29481.724921
4	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21649.760983	31571.033428
5	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	24248.560139	29187.073134
6	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	20750.706616	30450.594622
7	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27823.579428	29037.635550
8	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	24840.879803	28507.351564
9	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	27157.769103	30931.621004
10	GD14	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	24749.711883	32297.097783
1	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	25973.714898	22482.253414
2	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	20539.166534	25067.401765
3	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	20628.871364	21789.597171
4	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	22088.388042	20709.610476
5	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	22870.450028	23299.225515
6	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	20479.932086	23434.594783
7	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	22921.076221	21476.470332
8	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21949.878392	22317.549462
9	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	18165.773601	20190.860590
10	GD15	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	22581.103783	23467.177631
1	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	15502.804498	20759.178612
2	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	19454.833171	18848.763969
3	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	19828.369441	19676.842023
4	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	15720.155879	22220.056681
5	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	17980.846598	19175.140910
6	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	21350.969357	18916.267909
7	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	16734.671138	18841.147528
8	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	16128.636122	21262.237233
9	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	17809.559959	17144.694235
10	GD16	0.644586	0.000000	3.150395	0.000000	0.000000	0.226539	17660.597568	20761.114737
