rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.201891	-0.112848
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.051506	-0.057877
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043641	-0.157063
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.068512	-0.261649
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046820	-0.090675
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033936	-0.049367
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008370	-0.138170
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027045	-0.109366
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003066	-0.231097
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023338	-0.012989
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.160646	0.216176
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192424	0.104424
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.373632	0.246036
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.334727	0.142838
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260973	0.214273
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.240163	0.126472
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.186085	0.281565
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.167065	0.190553
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.187796	0.140602
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161412	0.186443
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086105	-0.105483
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036185	-0.059407
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.125128	0.025274
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.160341	-0.020208
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079456	-0.056806
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.191830	0.028813
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.231174	-0.111858
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038461	-0.105519
