rhoS_pop	1.00000	nan	-0.07890	0.00056	-0.03216	0.04236	0.07691	-0.08412	-0.01708	-0.02331	0.01820
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.07890	nan	1.00000	-0.04662	0.30060	-0.27279	-0.47624	0.51580	0.01050	0.08106	-0.14629
omega_rhoS	0.00056	nan	-0.04662	1.00000	-0.04520	0.03903	0.06695	-0.09283	0.00071	-0.03021	0.02867
omega_deltaSC	-0.03216	nan	0.30060	-0.04520	1.00000	-0.12230	-0.29316	0.33201	0.01820	0.10510	-0.37763
omega_rhoC	0.04236	nan	-0.27279	0.03903	-0.12230	1.00000	0.28808	-0.58371	0.03435	-0.10208	0.12583
omega_deltaCB	0.07691	nan	-0.47624	0.06695	-0.29316	0.28808	1.00000	-0.84913	-0.02818	-0.15841	0.12369
omega_rhoB	-0.08412	nan	0.51580	-0.09283	0.33201	-0.58371	-0.84913	1.00000	0.01450	0.16878	-0.21194
b1	-0.01708	nan	0.01050	0.00071	0.01820	0.03435	-0.02818	0.01450	1.00000	0.00480	-0.00690
b2	-0.02331	nan	0.08106	-0.03021	0.10510	-0.10208	-0.15841	0.16878	0.00480	1.00000	-0.04623
b3	0.01820	nan	-0.14629	0.02867	-0.37763	0.12583	0.12369	-0.21194	-0.00690	-0.04623	1.00000
