rhoS_pop	1.00000	nan	nan	0.00358	0.02323	-0.00820	0.01197	-0.02549	-0.00763	-0.00864
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	0.00358	nan	nan	1.00000	0.00927	0.02272	-0.04076	0.00661	-0.00894	-0.00226
omega_deltaSC	0.02323	nan	nan	0.00927	1.00000	0.16663	-0.15808	-0.01475	0.05286	-0.37190
omega_rhoC	-0.00820	nan	nan	0.02272	0.16663	1.00000	-0.84939	-0.01262	0.10206	-0.11513
omega_deltaCB	0.01197	nan	nan	-0.04076	-0.15808	-0.84939	1.00000	0.01622	-0.07707	0.05085
b1	-0.02549	nan	nan	0.00661	-0.01475	-0.01262	0.01622	1.00000	0.00319	0.00971
b2	-0.00763	nan	nan	-0.00894	0.05286	0.10206	-0.07707	0.00319	1.00000	-0.02176
b3	-0.00864	nan	nan	-0.00226	-0.37190	-0.11513	0.05085	0.00971	-0.02176	1.00000
