rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033986	-0.164159
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009958	-0.042148
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.174091	-0.165093
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004891	-0.153406
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064100	-0.141112
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084536	-0.111125
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006612	-0.097807
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142783	-0.257697
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068987	-0.143127
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090535	-0.176189
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.268267	0.316850
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124357	0.245193
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.252230	0.212378
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.239271	0.128451
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271203	0.186542
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132863	0.196929
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245198	0.207924
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.196257	0.338303
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350026	0.073793
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.174761	0.117479
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.246737	0.041244
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.095828	-0.062303
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075663	-0.003827
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029623	-0.111143
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065699	-0.126455
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173859	-0.161702
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.169889	-0.135776
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.093570	-0.093459
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.219576	0.001444
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004515	-0.060720
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065716	0.159809
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105834	0.198055
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.225992	0.302641
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.341833	0.204387
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.279854	0.288669
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200131	0.399008
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.313931	0.229985
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.224523	0.227031
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150154	0.191291
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.217563	0.209220
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038432	0.226191
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002724	0.195005
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071124	0.314087
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026941	0.129267
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074477	0.296502
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004606	0.226549
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003087	0.206856
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.157384	0.105842
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.172919	0.346704
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027484	0.190081
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011258	-0.141131
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019068	-0.200872
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116658	-0.121960
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175495	-0.191871
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071882	-0.148076
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041636	-0.241349
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162022	-0.127486
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023741	-0.212047
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090575	-0.143101
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054060	-0.153476
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.262972	-0.111408
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.363046	-0.160852
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.289672	-0.237357
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.464284	-0.199795
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.138658	-0.282724
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.405018	-0.356752
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.358182	-0.199884
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.223849	-0.236692
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111041	-0.243027
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.258123	-0.257832
