rhoS_pop	0.00214	nan	-0.00019	0.00000	-0.00002	-0.00103	0.00016	0.00016	-0.00003	-0.00001	-0.00000
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00019	nan	0.00516	-0.00004	0.00249	0.00877	-0.00087	-0.00096	0.00008	0.00003	-0.00039
omega_rhoS	0.00000	nan	-0.00004	0.00114	-0.00012	-0.00037	0.00000	0.00012	-0.00000	-0.00001	0.00002
omega_deltaSC	-0.00002	nan	0.00249	-0.00012	0.02852	0.01323	-0.00203	-0.00067	0.00014	0.00020	-0.00339
omega_rhoC	-0.00103	nan	0.00877	-0.00037	0.01323	0.12893	-0.02233	-0.00839	0.00074	-0.00005	-0.00099
omega_deltaCB	0.00016	nan	-0.00087	0.00000	-0.00203	-0.02233	0.00597	0.00111	-0.00012	0.00001	-0.00017
omega_rhoB	0.00016	nan	-0.00096	0.00012	-0.00067	-0.00839	0.00111	0.00535	-0.00006	-0.00002	-0.00002
b1	-0.00003	nan	0.00008	-0.00000	0.00014	0.00074	-0.00012	-0.00006	0.00047	0.00000	-0.00002
b2	-0.00001	nan	0.00003	-0.00001	0.00020	-0.00005	0.00001	-0.00002	0.00000	0.00054	-0.00001
b3	-0.00000	nan	-0.00039	0.00002	-0.00339	-0.00099	-0.00017	-0.00002	-0.00002	-0.00001	0.00246
