rhoS_pop	1.00000	nan	nan	-0.00017	0.00147	-0.00308	-0.01558	-0.01876	0.00078	-0.00088
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00017	nan	nan	1.00000	-0.00900	0.00464	-0.00772	0.00057	-0.01762	0.00117
omega_deltaSC	0.00147	nan	nan	-0.00900	1.00000	-0.20511	0.08659	0.01144	0.04162	-0.33024
omega_rhoC	-0.00308	nan	nan	0.00464	-0.20511	1.00000	-0.25441	0.03140	0.01374	0.02094
omega_deltaCB	-0.01558	nan	nan	-0.00772	0.08659	-0.25441	1.00000	-0.00159	0.01368	-0.03260
b1	-0.01876	nan	nan	0.00057	0.01144	0.03140	-0.00159	1.00000	0.00613	-0.01276
b2	0.00078	nan	nan	-0.01762	0.04162	0.01374	0.01368	0.00613	1.00000	-0.03563
b3	-0.00088	nan	nan	0.00117	-0.33024	0.02094	-0.03260	-0.01276	-0.03563	1.00000
