rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	1	0.59448906390462153	-0.65121668273497724	3.35536635374221959	-0.07028356564182126	-0.01274809132350092	0.23278230796635108	-0.01897236712104233	-0.65121668273497724	0.00000000000000000	-0.07028356564182126	-0.01274809132350092	-0.01674284848087929
2	1	0.62679148164484566	-0.60106091997153155	3.35536635374221959	0.06408084224597031	0.05401669766383542	0.25718503216807342	0.01333005061918180	-0.60106091997153155	0.00000000000000000	0.06408084224597031	0.05401669766383542	0.00765987572084306
3	1	0.56898277620752591	-0.30028316735402877	3.35536635374221959	0.00462509322444020	-0.02200526521009117	0.21406443046614498	-0.04447865481813795	-0.30028316735402877	0.00000000000000000	0.00462509322444020	-0.02200526521009117	-0.03546072598108538
4	1	0.63054102839997794	-0.44843995464690978	3.35536635374221959	-0.22610858425936356	0.02079832064245951	0.28785155656192951	0.01707959737431408	-0.44843995464690978	0.00000000000000000	-0.22610858425936356	0.02079832064245951	0.03832640011469915
5	1	0.56502442091796601	-0.41800019403097816	3.35536635374221959	-0.02126045090328756	-0.03004942461864168	0.26512671689895656	-0.04843701010769785	-0.41800019403097816	0.00000000000000000	-0.02126045090328756	-0.03004942461864168	0.01560156045172620
6	1	0.60641330386950143	-0.42994307987890895	3.35536635374221959	-0.06335054772641407	0.01412499983817145	0.15085138072013321	-0.00704812715616243	-0.42994307987890895	0.00000000000000000	-0.06335054772641407	0.01412499983817145	-0.09867377572709715
7	1	0.57159632887903411	-0.03041236936785660	3.35536635374221959	-0.04627119485881148	0.09601357547187543	0.25857647418916163	-0.04186510214662975	-0.03041236936785660	0.00000000000000000	-0.04627119485881148	0.09601357547187543	0.00905131774193127
8	1	0.59535136196117844	0.06120755428236839	3.35536635374221959	-0.00666226727549776	0.08441661587061708	0.16337384601619448	-0.01811006906448542	0.06120755428236839	0.00000000000000000	-0.00666226727549776	0.08441661587061708	-0.08615131043103588
9	1	0.63843316835878205	-0.36716069274387597	3.35536635374221959	0.01848660087701159	0.10321366551183424	0.18233014301682898	0.02497173733311819	-0.36716069274387597	0.00000000000000000	0.01848660087701159	0.10321366551183424	-0.06719501343040138
10	1	0.59328247929982481	-0.71522193908137743	3.35536635374221959	-0.09863647317015592	-0.03331575949457602	0.18366045365760053	-0.02017895172583906	-0.71522193908137743	0.00000000000000000	-0.09863647317015592	-0.03331575949457602	-0.06586470278962983
1	2	0.71648047662246550	-0.07223643333166990	3.35536635374221959	0.05263452012180560	-0.10745493165230223	0.23515921645472174	0.10301904559680164	-0.07223643333166990	0.00000000000000000	0.05263452012180560	-0.10745493165230223	-0.01436593999250863
2	2	0.75603022285228261	0.39205941232183944	3.35536635374221959	0.12733482723820294	0.03123892955658783	0.24906653910169030	0.14256879182661875	0.39205941232183944	0.00000000000000000	0.12733482723820294	0.03123892955658783	-0.00045861734554006
3	2	0.71162794687940034	0.23861488064253081	3.35536635374221959	-0.02054028678046514	-0.12160215271440594	0.24956307647053202	0.09816651585373648	0.23861488064253081	0.00000000000000000	-0.02054028678046514	-0.12160215271440594	0.00003792002330166
4	2	0.79091072225048631	0.03897580332691671	3.35536635374221959	0.12483992192740631	-0.02288874303270844	0.24554960161359174	0.17744929122482245	0.03897580332691671	0.00000000000000000	0.12483992192740631	-0.02288874303270844	-0.00397555483363862
5	2	0.71773796396296563	0.04773341662820490	3.35536635374221959	-0.00631075260962509	-0.06765016657589459	0.26149296129821198	0.10427653293730177	0.04773341662820490	0.00000000000000000	-0.00631075260962509	-0.06765016657589459	0.01196780485098162
6	2	0.74442625487887293	0.20070672011261648	3.35536635374221959	-0.03588335197439593	-0.05312693002929384	0.26452087405999353	0.13096482385320907	0.20070672011261648	0.00000000000000000	-0.03588335197439593	-0.05312693002929384	0.01499571761276317
7	2	0.77587499980535191	0.25490195840595198	3.35536635374221959	-0.01206136487339293	-0.03799853829568114	0.36917303990760708	0.16241356877968804	0.25490195840595198	0.00000000000000000	-0.01206136487339293	-0.03799853829568114	0.11964788346037672
8	2	0.72798267827825591	0.07214740814227191	3.35536635374221959	0.20722688777994816	0.06427375997342963	0.33805778028533512	0.11452124725259205	0.07214740814227191	0.00000000000000000	0.20722688777994816	0.06427375997342963	0.08853262383810476
9	2	0.73067507037566082	0.13944658778033350	3.35536635374221959	0.02651435492912470	-0.07260488086483491	0.22068086227114481	0.11721363934999696	0.13944658778033350	0.00000000000000000	0.02651435492912470	-0.07260488086483491	-0.02884429417608556
10	2	0.74490713197870195	-0.06052897202186450	3.35536635374221959	0.13011177466201812	-0.05697156176766111	0.20528745548126737	0.13144570095303809	-0.06052897202186450	0.00000000000000000	0.13011177466201812	-0.05697156176766111	-0.04423770096596299
