rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027585	-0.155827
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035800	-0.214710
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.118881	-0.202621
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111606	-0.103093
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162417	-0.203211
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019999	-0.045714
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053366	-0.188451
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.156959	0.023063
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000016	-0.138328
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.157406	-0.042142
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.279550	0.290471
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131125	0.166171
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.369954	0.274195
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119683	0.329802
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.255226	0.181984
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.272060	0.209783
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.239464	0.134833
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122376	0.199059
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.251256	0.257308
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.254807	0.184734
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054421	0.048309
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069480	-0.080223
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028357	-0.046455
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.068953	-0.045710
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034005	-0.053452
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032307	-0.162815
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111633	-0.095241
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050409	-0.219591
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125777	-0.078535
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074533	-0.078923
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.244722	0.253088
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026032	0.192476
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132866	0.063986
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125129	0.255916
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233003	0.260633
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.208595	0.182453
