rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	22849.999353	21601.922301
2	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	24345.246297	20366.660207
3	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	20856.282632	20614.367658
4	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	21008.576043	22771.631517
5	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	19967.772899	20602.193488
6	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	23024.017427	24116.467970
7	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	22268.444957	20908.545344
8	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	20077.048559	25833.487774
9	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	23488.727618	21983.262914
10	AG111	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	20068.076017	24202.756416
1	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	31065.158610	33753.355479
2	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	26780.158439	29808.078280
3	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	34004.404660	33208.443186
4	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	26475.479458	35107.349450
5	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	30318.630384	30283.186854
6	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	30833.328891	31136.849049
7	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	29844.509996	28888.442848
8	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	26546.899257	30804.727528
9	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	30198.520264	32652.341749
10	AG112	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	30305.920338	30366.592857
1	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	22244.952164	26493.986900
2	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	21912.483375	23298.435323
3	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	24164.711757	24098.613408
4	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	21924.030300	24116.552547
5	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	22703.791918	23930.577194
6	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	22742.357205	21451.480133
7	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	21008.009222	22951.140368
8	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	24703.507976	20267.486199
9	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	26637.322818	23337.792264
10	AG139	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	21802.048034	23328.730881
1	AG142	0.643817	0.000000	3.106502	0.000000	0.000000	0.223467	30001.819897	32514.859166
