rhoS_pop	0.00214	-0.00003	nan	0.00333	0.00096	0.00001	0.00037	0.00064	0.00023	-0.00022	-0.00004	0.00004	-0.00009
deltaSC_pop	-0.00003	0.00220	nan	-0.00833	-0.00433	0.00003	-0.00298	-0.00312	-0.00132	0.00145	0.00001	-0.00026	0.00050
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
deltaCB_pop	0.00333	-0.00833	nan	0.61551	0.21509	-0.00064	0.08341	0.14910	0.05773	-0.06195	-0.00190	0.01088	-0.02033
rhoB_pop	0.00096	-0.00433	nan	0.21509	0.08143	-0.00027	0.03323	0.05566	0.02181	-0.02408	-0.00058	0.00393	-0.00778
omega_rhoS	0.00001	0.00003	nan	-0.00064	-0.00027	0.00113	-0.00027	-0.00034	-0.00015	0.00012	-0.00000	-0.00003	0.00005
omega_deltaSC	0.00037	-0.00298	nan	0.08341	0.03323	-0.00027	0.03713	0.02893	0.01213	-0.01299	-0.00010	0.00200	-0.00603
omega_rhoC	0.00064	-0.00312	nan	0.14910	0.05566	-0.00034	0.02893	0.06697	0.01914	-0.02342	-0.00033	0.00313	-0.00639
omega_deltaCB	0.00023	-0.00132	nan	0.05773	0.02181	-0.00015	0.01213	0.01914	0.00895	-0.00906	-0.00012	0.00119	-0.00268
omega_rhoB	-0.00022	0.00145	nan	-0.06195	-0.02408	0.00012	-0.01299	-0.02342	-0.00906	0.01420	0.00011	-0.00137	0.00248
b1	-0.00004	0.00001	nan	-0.00190	-0.00058	-0.00000	-0.00010	-0.00033	-0.00012	0.00011	0.00047	-0.00002	0.00004
b2	0.00004	-0.00026	nan	0.01088	0.00393	-0.00003	0.00200	0.00313	0.00119	-0.00137	-0.00002	0.00073	-0.00042
b3	-0.00009	0.00050	nan	-0.02033	-0.00778	0.00005	-0.00603	-0.00639	-0.00268	0.00248	0.00004	-0.00042	0.00304
