rhoS_pop	0.00215	0.00020	-0.00207	-0.00064	0.00018	0.00005	-0.00089	-0.00316	-0.00100	0.00043	-0.00006	-0.00004	0.00012
deltaSC_pop	0.00020	0.00321	-0.01469	-0.00860	0.00007	0.00032	-0.00820	-0.02171	-0.00610	0.00226	-0.00019	-0.00030	0.00103
rhoC_pop	-0.00207	-0.01469	0.15283	0.09019	-0.01490	-0.00286	0.06546	0.20032	0.05989	-0.02198	0.00178	0.00214	-0.00918
deltaCB_pop	-0.00064	-0.00860	0.09019	0.18418	0.02838	-0.00113	0.04202	0.11415	0.01363	-0.00010	0.00119	0.00202	-0.00764
rhoB_pop	0.00018	0.00007	-0.01490	0.02838	0.01808	0.00036	-0.00152	-0.01633	-0.01186	0.00550	-0.00005	0.00008	-0.00036
omega_rhoS	0.00005	0.00032	-0.00286	-0.00113	0.00036	0.00118	-0.00167	-0.00460	-0.00155	0.00060	-0.00004	-0.00006	0.00021
omega_deltaSC	-0.00089	-0.00820	0.06546	0.04202	-0.00152	-0.00167	0.06586	0.11086	0.03283	-0.01263	0.00106	0.00145	-0.00832
omega_rhoC	-0.00316	-0.02171	0.20032	0.11415	-0.01633	-0.00460	0.11086	0.32429	0.09514	-0.03734	0.00302	0.00358	-0.01531
omega_deltaCB	-0.00100	-0.00610	0.05989	0.01363	-0.01186	-0.00155	0.03283	0.09514	0.03616	-0.01611	0.00089	0.00111	-0.00393
omega_rhoB	0.00043	0.00226	-0.02198	-0.00010	0.00550	0.00060	-0.01263	-0.03734	-0.01611	0.01132	-0.00037	-0.00054	0.00114
b1	-0.00006	-0.00019	0.00178	0.00119	-0.00005	-0.00004	0.00106	0.00302	0.00089	-0.00037	0.00049	0.00004	-0.00015
b2	-0.00004	-0.00030	0.00214	0.00202	0.00008	-0.00006	0.00145	0.00358	0.00111	-0.00054	0.00004	0.00057	-0.00016
b3	0.00012	0.00103	-0.00918	-0.00764	-0.00036	0.00021	-0.00832	-0.01531	-0.00393	0.00114	-0.00015	-0.00016	0.00309
