rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	1	0.56591991947843567	0.22765974050432589	3.73091609296532178	0.00000000000000000	0.01606706418950432	0.24074600901439888	23256.40851964792818762	24224.25516766059081419	-0.06659141382341804	0.22765974050432589	0.00000000000000000	0.00000000000000000	0.01606706418950432	0.00000000000000000	-0.01249018289279391	-0.01249974902924933
2	1	0.61181987163037943	-0.28116166152876787	3.73091609296532178	0.00000000000000000	0.04773905599412982	0.24074600901439888	23820.52147641838018899	24326.09140263399604009	-0.02069146167147429	-0.28116166152876787	0.00000000000000000	0.00000000000000000	0.04773905599412982	0.00000000000000000	0.01147654386502950	-0.00830466530621443
3	1	0.62761953081358557	-0.53992575491873773	3.73091609296532178	0.00000000000000000	-0.03806149371658664	0.24074600901439888	23890.28791520777667756	24294.85742796077465755	-0.00489180248826815	-0.53992575491873773	0.00000000000000000	0.00000000000000000	-0.03806149371658664	0.00000000000000000	0.01440110076964807	-0.00958946042934272
4	1	0.56916232328209637	-0.47199212155046155	3.73091609296532178	0.00000000000000000	0.03628745450559941	0.24074600901439888	22968.80871024174484774	24595.53770304759746068	-0.06334901001975735	-0.47199212155046155	0.00000000000000000	0.00000000000000000	0.03628745450559941	0.00000000000000000	-0.02493375969741507	0.00271087239894641
5	1	0.60569625017264273	-0.27656359160233801	3.73091609296532178	0.00000000000000000	0.05773684933853240	0.24074600901439888	23923.82770460508982069	24437.96334957184080849	-0.02681508312921099	-0.27656359160233801	0.00000000000000000	0.00000000000000000	0.05773684933853240	0.00000000000000000	0.01580402517653567	-0.00371636173827383
6	1	0.61329619183698147	-0.54840634626355067	3.73091609296532178	0.00000000000000000	0.12052144966468198	0.24074600901439888	22918.84548491862005903	24411.51929051132901805	-0.01921514146487224	-0.54840634626355067	0.00000000000000000	0.00000000000000000	0.12052144966468198	0.00000000000000000	-0.02711139313471378	-0.00479903693622674
7	1	0.63684503727178687	-0.46289728096877070	3.73091609296532178	0.00000000000000000	0.00759463862605167	0.24074600901439888	23138.91612247767989174	24711.97456960345880361	0.00433370396993316	-0.46289728096877070	0.00000000000000000	0.00000000000000000	0.00759463862605167	0.00000000000000000	-0.01755503152755544	0.00743376664459561
8	1	0.61508276104134596	-0.28782804129299572	3.73091609296532178	0.00000000000000000	0.06927274914432251	0.24074600901439888	22943.71312227000817074	24673.18126297639537370	-0.01742857226050776	-0.28782804129299572	0.00000000000000000	0.00000000000000000	0.06927274914432251	0.00000000000000000	-0.02602695124818766	0.00586271502180757
9	1	0.66732554215876339	-0.36812680418138871	3.73091609296532178	0.00000000000000000	0.12583214982261273	0.24074600901439888	23560.01151655028297682	24631.72549762717972044	0.03481420885690967	-0.36812680418138871	0.00000000000000000	0.00000000000000000	0.12583214982261273	0.00000000000000000	0.00047993540177416	0.00418110652310055
10	1	0.60832465852905404	-0.44013701974557040	3.73091609296532178	0.00000000000000000	0.04783860680294355	0.24074600901439888	24069.90538613746321062	24166.19291777268881560	-0.02418667477279968	-0.44013701974557040	0.00000000000000000	0.00000000000000000	0.04783860680294355	0.00000000000000000	0.02189140880834017	-0.01489949030253790
