rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004788	0.005819
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064865	-0.093293
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066289	-0.169099
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053968	-0.155559
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.199295	-0.071780
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015456	-0.199836
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.182179	-0.124801
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.072773	-0.110781
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.190841	-0.117574
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052144	-0.190283
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.282676	0.406510
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.253828	0.267161
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.374216	0.213338
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111202	0.210564
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233725	0.366944
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139306	0.147493
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.231515	0.175721
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.106122	0.258841
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177515	0.217165
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.296664	0.272369
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014344	-0.036306
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126023	-0.160317
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155922	-0.029304
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.189391	-0.095588
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054953	-0.139131
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.095890	-0.103490
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027048	-0.020085
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053968	0.000266
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005051	-0.002673
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055696	-0.134422
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.195302	0.207681
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.263313	0.276504
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101198	0.088602
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.381507	0.264088
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.136416	0.213973
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.242638	0.170290
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.153267	0.213345
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.222733	0.184540
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024151	0.253364
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.463656	0.187046
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075437	0.202150
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.150941	0.184167
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.183307	0.186920
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110958	0.174285
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162420	0.117905
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025201	0.176835
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019646	0.267323
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113516	0.160061
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131603	0.272857
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142940	0.120765
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111750	-0.195507
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.135291	-0.168524
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008984	-0.210716
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.048421	-0.077739
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051602	-0.156314
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.224523	-0.155177
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024939	-0.255249
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132899	-0.170170
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064807	-0.044672
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064416	-0.064870
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165741	-0.173613
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.271642	-0.376387
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.214121	-0.285439
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.237692	-0.305279
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.329051	-0.109270
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.228784	-0.332820
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.378546	-0.139411
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.242752	-0.216792
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.232346	-0.230961
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.250967	-0.229481
