rhoS_pop	1.00000	nan	-0.04164	0.00619	0.02377	-0.01252	0.01163	-0.02869	-0.01172	-0.01350
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.04164	nan	1.00000	0.00515	0.04402	-0.16712	0.16056	0.04988	-0.07141	-0.08488
omega_rhoS	0.00619	nan	0.00515	1.00000	-0.01342	-0.06934	0.05681	0.01769	-0.03371	-0.00717
omega_deltaSC	0.02377	nan	0.04402	-0.01342	1.00000	0.16145	-0.12889	-0.01094	0.07866	-0.39513
omega_deltaCB	-0.01252	nan	-0.16712	-0.06934	0.16145	1.00000	-0.94616	-0.16896	0.27830	0.16771
omega_rhoB	0.01163	nan	0.16056	0.05681	-0.12889	-0.94616	1.00000	0.16429	-0.28852	-0.21511
b1	-0.02869	nan	0.04988	0.01769	-0.01094	-0.16896	0.16429	1.00000	-0.03963	-0.04174
b2	-0.01172	nan	-0.07141	-0.03371	0.07866	0.27830	-0.28852	-0.03963	1.00000	0.05972
b3	-0.01350	nan	-0.08488	-0.00717	-0.39513	0.16771	-0.21511	-0.04174	0.05972	1.00000
