rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.301716	0.172579
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184210	0.177930
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.247632	0.244300
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.202989	0.162318
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185856	0.339920
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081810	0.327867
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.073432	0.215090
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.068086	0.091879
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.078476	0.126936
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029360	0.068352
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.051554	0.080980
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065158	0.152420
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.114904	0.031392
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.087868	0.211717
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041409	0.212912
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052863	0.149910
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017204	-0.036808
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022872	-0.129415
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000215	-0.150968
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201206	-0.218807
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053288	-0.141514
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009527	-0.046819
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065900	-0.152841
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088586	-0.042862
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008039	-0.120509
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018190	-0.161897
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.222388	-0.197871
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.261033	-0.185986
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036354	-0.103932
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.071391	-0.323780
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.198098	-0.244408
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.289134	-0.323360
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.317776	-0.255261
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.265545	-0.192161
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.416466	-0.250062
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.205875	-0.236692
