rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045669	-0.214039
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.179748	-0.040298
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.073236	-0.104967
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.072647	-0.096838
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162644	-0.176738
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.191125	-0.124654
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.257689	-0.219444
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025476	0.014620
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109012	-0.094896
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026384	-0.237684
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.342010	0.203186
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.321516	0.170773
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.297143	0.299183
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.196059	0.125161
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.258239	0.221718
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.226883	0.340114
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.243423	0.164607
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.244242	0.191841
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.216434	0.217232
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.167314	0.163850
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069309	-0.186066
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141883	0.060651
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023552	-0.043300
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017702	0.011078
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134530	-0.107518
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083785	-0.099254
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024298	-0.201642
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069611	-0.182706
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062302	-0.166164
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037172	0.000050
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.188461	0.149791
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.194352	0.352167
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.153634	0.166400
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.373160	0.339119
