rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22453.010822	20198.406019
2	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	19635.615475	24031.007055
3	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21842.508206	22526.123704
4	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21855.361897	22709.996302
5	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	19974.369685	20966.063464
6	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	19413.504256	22087.007979
7	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	18163.329504	20089.544105
8	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	24108.609554	25387.660151
9	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	26209.077336	22754.139710
10	AG111	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	24130.510689	19726.415276
1	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	33085.785913	30656.024454
2	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	32414.629799	29678.294089
3	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	31634.137055	33744.779380
4	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	28592.734281	28355.025227
5	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	30427.066550	31229.428162
6	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	29487.810673	35154.641508
7	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	29979.577711	29495.875775
8	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	30004.134434	30310.202425
9	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	29181.283021	31089.668758
10	AG112	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	27782.544295	29473.530545
1	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21928.450267	20771.391155
2	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	27084.909114	26583.578249
3	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22955.143149	23958.975713
4	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	23089.810164	25297.882567
5	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	26886.488963	22468.734245
6	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21613.284367	22655.202270
7	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22938.023677	20450.363215
8	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21921.820732	20841.306686
9	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22082.623390	21188.944581
10	AG139	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	24392.245564	25020.435225
1	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	28376.306676	29062.068591
2	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	28543.964553	35580.945094
3	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	27405.060204	29548.799858
4	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	34132.621166	35119.679233
5	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	31779.123713	29731.953348
6	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	28255.921596	29891.462756
7	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	30106.041733	31942.696782
8	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	28791.565054	29428.438268
9	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	28302.494871	35147.847740
10	AG142	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	25505.729953	34726.757113
1	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21838.207024	31023.142581
2	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21955.279263	27426.837298
3	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21728.337051	28405.384357
4	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22822.191225	26789.103423
5	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22321.268208	27129.545201
6	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22019.654682	29138.569592
7	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	20951.060442	25817.051694
8	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21525.224167	30918.665882
9	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22548.849992	30955.644512
10	GD14	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	24778.014333	29065.545403
1	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	23101.303941	24115.017800
2	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22970.735830	21982.080480
3	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	23497.124712	21513.384685
4	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	28740.267664	20102.347038
5	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22282.587845	21717.736686
6	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	23727.166072	23874.819284
7	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22003.314733	21473.113152
8	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21509.767692	23969.473342
9	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	23691.884000	22178.733209
10	GD15	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	23933.595807	21279.537579
1	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	18815.960877	20527.646020
2	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	18102.692002	20773.058324
3	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	22663.125969	22549.454138
4	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	21882.840722	18099.116111
5	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	19278.596585	19594.229149
6	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	17601.058393	18106.725078
7	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	17104.080864	19382.724415
8	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	18021.189446	20645.189898
9	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	15496.701600	19483.758003
10	GD16	0.643147	0.000000	3.214219	0.000000	0.000000	0.231059	19129.240388	19746.009817
