rhoS_pop	0.00214	nan	-0.00012	-0.00001	0.00007	-0.00002	nan	-0.00002	-0.00001	-0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00012	nan	0.00446	0.00001	0.00087	-0.00073	nan	-0.00000	-0.00000	-0.00009
omega_rhoS	-0.00001	nan	0.00001	0.00112	-0.00002	-0.00008	nan	-0.00000	-0.00001	0.00001
omega_deltaSC	0.00007	nan	0.00087	-0.00002	0.01869	-0.00024	nan	-0.00002	0.00019	-0.00191
omega_deltaCB	-0.00002	nan	-0.00073	-0.00008	-0.00024	0.00295	nan	0.00006	-0.00007	-0.00028
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.00002	nan	-0.00000	-0.00000	-0.00002	0.00006	nan	0.00046	0.00000	-0.00000
b2	-0.00001	nan	-0.00000	-0.00001	0.00019	-0.00007	nan	0.00000	0.00054	0.00000
b3	-0.00001	nan	-0.00009	0.00001	-0.00191	-0.00028	nan	-0.00000	0.00000	0.00213
