rhoS_pop	0.00204	nan	nan	-0.00000	0.00010	-0.00003	0.00003	-0.00002	-0.00000	0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00000	nan	nan	0.00109	0.00014	0.00018	0.00009	-0.00002	-0.00001	-0.00002
omega_deltaSC	0.00010	nan	nan	0.00014	0.08663	0.06478	0.03560	-0.00015	-0.00101	-0.00698
omega_rhoC	-0.00003	nan	nan	0.00018	0.06478	0.26379	0.06018	-0.00018	-0.00104	-0.01692
omega_deltaCB	0.00003	nan	nan	0.00009	0.03560	0.06018	0.16001	-0.00011	-0.00064	-0.00978
b1	-0.00002	nan	nan	-0.00002	-0.00015	-0.00018	-0.00011	0.00050	0.00001	0.00001
b2	-0.00000	nan	nan	-0.00001	-0.00101	-0.00104	-0.00064	0.00001	0.00064	0.00003
b3	0.00001	nan	nan	-0.00002	-0.00698	-0.01692	-0.00978	0.00001	0.00003	0.00866
