rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016679	-0.104963
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.081747	-0.204822
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103155	-0.261334
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004710	-0.180045
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060014	-0.132378
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.137939	-0.080551
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000874	-0.120655
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029425	-0.091980
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124307	0.077967
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.059151	-0.179420
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.171186	0.170513
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.230396	0.203470
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245142	0.326667
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.214788	0.162885
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.266657	0.231087
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.243128	0.104676
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.292264	0.192559
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.248793	0.177532
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097694	0.333754
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.320021	0.220835
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102705	-0.109679
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053191	-0.117903
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102531	-0.115322
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.137033	-0.164477
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.213676	0.143878
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023241	-0.044853
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.154103	-0.186582
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005341	-0.012314
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.161668	-0.022697
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075878	-0.014656
