rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116399	-0.134477
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034052	-0.114396
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030847	-0.157625
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.174971	-0.139239
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025795	-0.125476
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.122376	-0.160828
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021637	-0.142228
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.098706	-0.260586
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036394	-0.157965
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026360	-0.100533
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271519	0.206412
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.231512	0.370914
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.320091	0.136355
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.311354	0.235143
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152994	0.242999
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005547	0.131345
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.207631	0.360225
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066089	0.216655
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213636	0.221081
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.306385	0.410062
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002772	-0.206569
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012522	0.068148
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134199	-0.073567
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060453	-0.088719
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021218	0.001653
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.095550	0.086319
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092947	-0.160120
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098596	-0.003807
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.197240	-0.125970
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.099629	-0.300802
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193784	0.178865
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166519	0.375322
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.258209	0.433116
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124490	0.128790
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.272389	0.211184
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.249278	0.222195
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.136717	0.253139
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.253561	0.188709
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.217647	0.352753
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223226	0.279934
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.063965	0.237274
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097891	0.150962
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.063613	0.136554
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168598	0.270591
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062992	0.184512
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014207	0.275978
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060639	0.208009
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161319	0.167898
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002676	0.238979
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035922	0.321779
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.072033	-0.104976
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022326	-0.015105
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121058	-0.186082
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043715	-0.061269
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026716	0.036485
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007807	-0.294752
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076720	-0.120350
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045680	-0.220043
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018060	-0.070237
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011102	-0.125368
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248484	-0.303748
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175793	-0.325756
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046944	-0.269796
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.224223	-0.277926
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.309001	-0.276263
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.266689	-0.130509
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064104	-0.345881
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.341635	-0.461909
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173775	-0.272687
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.308747	-0.435489
