rhoS_pop	0.00241	nan	nan	-18.36472	-10.68712	0.00002	0.00093	-0.00001	-0.00015	0.00006	0.00003	0.00003	-0.00010
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-18.36472	nan	nan	1345813.70369	690463.35232	-1.53717	-56.72939	2.78353	7.09265	-1.86599	-4.41965	-2.46812	5.98162
T0_pop	-10.68712	nan	nan	690463.35232	1376851.66749	-0.87572	-40.92272	4.38757	0.68629	-6.95031	-2.31242	-5.80272	3.22354
omega_rhoS	0.00002	nan	nan	-1.53717	-0.87572	0.00115	0.00001	-0.00005	-0.00007	-0.00002	0.00000	-0.00001	0.00001
omega_deltaSC	0.00093	nan	nan	-56.72939	-40.92272	0.00001	0.02474	0.00012	-0.00025	0.00030	0.00023	0.00039	-0.00280
omega_deltaCB	-0.00001	nan	nan	2.78353	4.38757	-0.00005	0.00012	0.00141	-0.00003	0.00009	-0.00001	-0.00002	-0.00022
omega_S0	-0.00015	nan	nan	7.09265	0.68629	-0.00007	-0.00025	-0.00003	0.00113	-0.00002	0.00003	0.00003	-0.00000
omega_T0	0.00006	nan	nan	-1.86599	-6.95031	-0.00002	0.00030	0.00009	-0.00002	0.00103	-0.00002	-0.00000	-0.00002
b1	0.00003	nan	nan	-4.41965	-2.31242	0.00000	0.00023	-0.00001	0.00003	-0.00002	0.00050	0.00002	-0.00003
b2	0.00003	nan	nan	-2.46812	-5.80272	-0.00001	0.00039	-0.00002	0.00003	-0.00000	0.00002	0.00057	-0.00003
b3	-0.00010	nan	nan	5.98162	3.22354	0.00001	-0.00280	-0.00022	-0.00000	-0.00002	-0.00003	-0.00003	0.00239
