rhoS_pop	1.00000	nan	nan	-0.29943	0.03522	0.04467	-0.03145	0.01907	-0.07274	-0.19158	0.05320	-0.04477	-0.00607
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-0.29943	nan	nan	1.00000	-0.36882	-0.13629	0.22476	-0.10399	0.38999	0.78317	-0.29164	0.22474	-0.02003
T0_pop	0.03522	nan	nan	-0.36882	1.00000	0.08675	-0.28908	0.28269	-0.51539	-0.64616	0.14644	-0.37135	0.10161
omega_rhoS	0.04467	nan	nan	-0.13629	0.08675	1.00000	-0.05047	-0.00994	-0.08614	-0.14335	0.04253	-0.05582	0.00991
omega_deltaSC	-0.03145	nan	nan	0.22476	-0.28908	-0.05047	1.00000	-0.05892	0.20209	0.32979	-0.08259	0.18658	-0.33989
omega_deltaCB	0.01907	nan	nan	-0.10399	0.28269	-0.00994	-0.05892	1.00000	-0.10079	-0.17639	0.04620	-0.10654	-0.06759
omega_S0	-0.07274	nan	nan	0.38999	-0.51539	-0.08614	0.20209	-0.10079	1.00000	0.54078	-0.13980	0.23929	-0.02661
omega_T0	-0.19158	nan	nan	0.78317	-0.64616	-0.14335	0.32979	-0.17639	0.54078	1.00000	-0.25788	0.31735	-0.06243
b1	0.05320	nan	nan	-0.29164	0.14644	0.04253	-0.08259	0.04620	-0.13980	-0.25788	1.00000	-0.07704	0.00987
b2	-0.04477	nan	nan	0.22474	-0.37135	-0.05582	0.18658	-0.10654	0.23929	0.31735	-0.07704	1.00000	-0.05558
b3	-0.00607	nan	nan	-0.02003	0.10161	0.00991	-0.33989	-0.06759	-0.02661	-0.06243	0.00987	-0.05558	1.00000
